sampler,benchmark,subset,eigvec_group,eigvec_idx,eigenvalue,delta_alpha,max_revival_delta,classification
asbs,c5,S124,min5,0,-25.211816787719727,"[9.999997564591467e-05, 0.004600018262863159, -0.0048999786376953125, 0.00010000001930166036, 9.999999747378752e-05]",0.00010000001930166036,surviving
asbs,c5,S124,min5,1,-23.858530044555664,"[0.0003000000142492354, -0.005099982023239136, 0.0045999884605407715, 0.00010000001930166036, 9.999999747378752e-05]",0.0003000000142492354,surviving
asbs,c5,S124,min5,2,-23.67532730102539,"[9.999997564591467e-05, -0.0009999871253967285, 0.0006999969482421875, 0.00010000001930166036, 9.999999747378752e-05]",0.00010000001930166036,surviving
asbs,c5,S124,min5,3,-23.335742950439453,"[-0.0003000000142492354, -0.006899982690811157, 0.0070999860763549805, 0.0, 9.999999747378752e-05]",0.0003000000142492354,surviving
asbs,c5,S124,min5,4,-22.529043197631836,"[-0.00010000001930166036, -0.01199999451637268, 0.012199997901916504, -9.999999747378752e-05, 0.0]",0.00010000001930166036,surviving
asbs,c5,S124,max5,0,31.622570037841797,"[0.0003000000142492354, -0.011599987745285034, 0.01100003719329834, 0.00019999999494757503, 9.999999747378752e-05]",0.0003000000142492354,surviving
asbs,c5,S124,max5,1,200.29371643066406,"[9.999997564591467e-05, 0.0010000169277191162, -0.001199960708618164, 0.00010000001930166036, 0.0]",0.00010000001930166036,surviving
asbs,c5,S124,max5,2,227.34022521972656,"[0.0, 0.0054000020027160645, -0.005299985408782959, -9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S124,max5,3,416.3802490234375,"[-0.00020000001677544788, 0.0004000067710876465, -0.0004000067710876465, 0.00019999999494757503, 0.0]",0.00020000001677544788,surviving
asbs,c5,S124,max5,4,699.8934326171875,"[-0.00010000001930166036, 0.009700000286102295, -0.0098000168800354, 0.00010000001930166036, 9.999999747378752e-05]",0.00010000001930166036,surviving
asbs,c5,S12,min5,0,-29.859867095947266,"[0.0, 0.009999990463256836, -0.00950002670288086, -0.00039999998989515007, -9.999999747378752e-05]",0.00039999998989515007,surviving
asbs,c5,S12,min5,1,-24.75773048400879,"[0.0, 0.01600000262260437, -0.015500009059906006, -0.00039999998989515007, -9.999999747378752e-05]",0.00039999998989515007,surviving
asbs,c5,S12,min5,2,-24.086111068725586,"[0.0, 0.0032999813556671143, -0.00279998779296875, -0.00039999998989515007, -9.999999747378752e-05]",0.00039999998989515007,surviving
asbs,c5,S12,min5,3,-23.231115341186523,"[-9.999999747378752e-05, 0.009499996900558472, -0.009000003337860107, -0.00039999998989515007, 0.0]",0.00039999998989515007,surviving
asbs,c5,S12,min5,4,-22.81808853149414,"[0.0, 0.014299988746643066, -0.013900041580200195, -0.00029999999242136255, -9.999999747378752e-05]",0.00029999999242136255,surviving
asbs,c5,S12,max5,0,33.50874710083008,"[9.999999747378752e-05, 0.007999986410140991, -0.007700026035308838, -0.00039999998989515007, 0.0]",0.00039999998989515007,surviving
asbs,c5,S12,max5,1,171.65805053710938,"[0.0, 0.006899982690811157, -0.006600022315979004, -0.00019999999494757503, -9.999999747378752e-05]",0.00019999999494757503,surviving
asbs,c5,S12,max5,2,206.31845092773438,"[-9.999999747378752e-05, 0.005600005388259888, -0.005200028419494629, -0.00019999999494757503, -9.999999747378752e-05]",0.00019999999494757503,surviving
asbs,c5,S12,max5,3,376.4073486328125,"[-9.999999747378752e-05, 0.019199997186660767, -0.018700003623962402, -0.00039999998989515007, 0.0]",0.00039999998989515007,surviving
asbs,c5,S12,max5,4,691.2453002929688,"[9.999999747378752e-05, 0.011199980974197388, -0.010800004005432129, -0.00039999998989515007, -9.999999747378752e-05]",0.00039999998989515007,surviving
asbs,c5,S0123,min5,0,-14.560746192932129,"[0.008500009775161743, -0.003899991512298584, -0.0049000084400177, 0.0003000000142492354, 0.0]",0.0,surviving
asbs,c5,S0123,min5,1,-13.483823776245117,"[0.004800021648406982, -0.005799993872642517, 0.000599980354309082, 0.0003000000142492354, 9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0123,min5,2,-13.345946311950684,"[0.007400006055831909, 0.0012000054121017456, -0.008600026369094849, 9.999999747378752e-05, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0123,min5,3,-13.157644271850586,"[0.0031000077724456787, 0.0014999955892562866, -0.004600018262863159, 0.0, 0.0]",0.0,surviving
asbs,c5,S0123,min5,4,-12.673945426940918,"[0.008700013160705566, -0.00010000169277191162, -0.008600026369094849, 9.999999747378752e-05, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0123,max5,0,143.1644744873047,"[0.008400022983551025, 0.001100003719329834, -0.00950002670288086, 0.0, 0.0]",0.0,surviving
asbs,c5,S0123,max5,1,217.2765350341797,"[-0.0011999905109405518, 0.016599997878074646, -0.015600025653839111, 0.0003000000142492354, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0123,max5,2,348.3212890625,"[0.013600021600723267, -0.005300000309944153, -0.00830000638961792, 9.999999747378752e-05, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0123,max5,3,389.47821044921875,"[-0.003099977970123291, 0.0023000091314315796, 0.0007999837398529053, 9.999999747378752e-05, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0123,max5,4,1045.40283203125,"[-0.01690000295639038, 0.019199997186660767, -0.002200007438659668, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S34,min5,0,-247.9976043701172,"[0.0, 0.0, 0.0, 0.0003000000142492354, -0.000299990177154541]",0.0,surviving
asbs,c5,S34,min5,1,-239.98484802246094,"[0.0, 0.0, 0.0, 0.0003000000142492354, -0.000299990177154541]",0.0,surviving
asbs,c5,S34,min5,2,-158.5498809814453,"[0.0, 0.0, 0.0, -0.00010000001930166036, 0.00010001659393310547]",0.0,surviving
asbs,c5,S34,min5,3,-153.59620666503906,"[0.0, 0.0, 0.0, 9.999997564591467e-05, -0.00010001659393310547]",0.0,surviving
asbs,c5,S34,min5,4,-146.58360290527344,"[0.0, 0.0, 0.0, 0.0003999999607913196, -0.0004000067710876465]",0.0,surviving
asbs,c5,S34,max5,0,404.6719665527344,"[0.0, 0.0, 0.0, 9.999997564591467e-05, -0.00010001659393310547]",0.0,surviving
asbs,c5,S34,max5,1,442.480224609375,"[0.0, 0.0, 0.0, -0.00010000001930166036, 0.00010001659393310547]",0.0,surviving
asbs,c5,S34,max5,2,535.9227294921875,"[0.0, 0.0, 0.0, 9.999997564591467e-05, -0.00010001659393310547]",0.0,surviving
asbs,c5,S34,max5,3,765.2755737304688,"[0.0, 0.0, 0.0, -0.00010000001930166036, 0.00010001659393310547]",0.0,surviving
asbs,c5,S34,max5,4,24744.267578125,"[0.0, 0.0, 0.0, -0.00010000001930166036, 0.00010001659393310547]",0.0,surviving
asbs,c5,S4,min5,0,-133.01773071289062,"[0.0, 0.0, 0.0, -0.00019999999494757503, 0.00020003318786621094]",0.00019999999494757503,surviving
asbs,c5,S4,min5,1,-126.83883666992188,"[0.0, 0.0, 0.0, -0.00039999998989515007, 0.0004000067710876465]",0.00039999998989515007,surviving
asbs,c5,S4,min5,2,-103.19367218017578,"[0.0, 0.0, 0.0, -9.999997564591467e-05, 0.00010001659393310547]",9.999997564591467e-05,surviving
asbs,c5,S4,min5,3,-100.36998748779297,"[0.0, 0.0, 0.0, -9.999997564591467e-05, 0.00010001659393310547]",9.999997564591467e-05,surviving
asbs,c5,S4,min5,4,-97.98664093017578,"[0.0, 9.999999747378752e-05, 0.0, -0.00039999998989515007, 0.000299990177154541]",0.00039999998989515007,surviving
asbs,c5,S4,max5,0,99.4535903930664,"[0.0, 9.999999747378752e-05, 9.999999747378752e-05, 0.0, -0.00019997358322143555]",9.999999747378752e-05,surviving
asbs,c5,S4,max5,1,119.6385269165039,"[0.0, 0.0, 9.999999747378752e-05, 0.00010000003385357559, -0.00019997358322143555]",0.00010000003385357559,surviving
asbs,c5,S4,max5,2,445.3202209472656,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S4,max5,3,598.4468383789062,"[0.0, 0.0, 0.0, -0.00029999999242136255, 0.000299990177154541]",0.00029999999242136255,surviving
asbs,c5,S4,max5,4,22311.89453125,"[0.0, 0.0, 0.0, -0.00019999999494757503, 0.00020003318786621094]",0.00019999999494757503,surviving
asbs,c5,S3,min5,0,-99.26476287841797,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,min5,1,-95.83830261230469,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,min5,2,-92.45618438720703,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,min5,3,-89.17529296875,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,min5,4,-81.54721069335938,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,max5,0,264.766845703125,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,max5,1,274.060302734375,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,max5,2,323.8321533203125,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,max5,3,9979.177734375,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S3,max5,4,24052.314453125,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,b5,S3,min5,0,-2.5643162727355957,"[-0.00020000000949949026, 0.0, 0.0003000000142492354, -0.00010001659393310547, 0.0]",0.0003000000142492354,surviving
as,b5,S3,min5,1,-2.115920066833496,"[-0.00040000002627493814, 0.0003999999025836587, 0.0003000000142492354, -0.000299990177154541, 0.0]",0.00040000002627493814,surviving
as,b5,S3,min5,2,-2.061588764190674,"[-0.00040000002627493814, 9.999994654208422e-05, 0.0, 0.000299990177154541, 0.0]",0.00040000002627493814,surviving
as,b5,S3,min5,3,-1.9680143594741821,"[-0.00040000002627493814, 0.0007999999215826392, 0.0003000000142492354, -0.0006999969482421875, 0.0]",0.0007999999215826392,surviving
as,b5,S3,min5,4,-1.9102389812469482,"[-0.00040000002627493814, 0.0004999999655410647, 9.999999747378752e-05, -0.00019997358322143555, 0.0]",0.0004999999655410647,surviving
as,b5,S3,max5,0,7.168870449066162,"[-0.0005000000237487257, 0.0002999999560415745, 0.00019999999494757503, 0.0, 0.0]",0.0005000000237487257,surviving
as,b5,S3,max5,1,14.785747528076172,"[-0.00020000000949949026, -0.00010000006295740604, 0.00039999998989515007, -0.00010001659393310547, 0.0]",0.00039999998989515007,surviving
as,b5,S3,max5,2,23.318037033081055,"[0.0, 0.0004999999655410647, 0.0003000000142492354, -0.000800013542175293, 0.0]",0.0004999999655410647,surviving
as,b5,S3,max5,3,460.480224609375,"[-0.00020000000949949026, 0.0, 9.999999747378752e-05, 0.00010001659393310547, 0.0]",0.00020000000949949026,surviving
as,b5,S3,max5,4,1740.46826171875,"[0.0002999999560415745, 0.000599999912083149, 0.00039999998989515007, -0.0012999773025512695, 0.0]",0.000599999912083149,surviving
as,b5,S12,min5,0,-1.1416572332382202,"[-0.00029999949038028717, -0.01500004529953003, 0.015300005674362183, 0.0, 0.0]",0.00029999949038028717,surviving
as,b5,S12,min5,1,-0.7702196836471558,"[-0.0006999988108873367, -0.013400018215179443, 0.014099985361099243, 0.0, 0.0]",0.0006999988108873367,surviving
as,b5,S12,min5,2,-0.759063720703125,"[-0.003100000321865082, -0.004400014877319336, 0.007499992847442627, 0.0, 0.0]",0.003100000321865082,surviving
as,b5,S12,min5,3,-0.7530602812767029,"[-0.0010000001639127731, -0.011900007724761963, 0.012899994850158691, 0.0, 0.0]",0.0010000001639127731,surviving
as,b5,S12,min5,4,-0.7227864861488342,"[0.000700000673532486, -0.009200036525726318, 0.008499979972839355, 0.0, 0.0]",0.000700000673532486,surviving
as,b5,S12,max5,0,5.273985385894775,"[-9.999983012676239e-05, -0.01650005578994751, 0.016599982976913452, 0.0, 0.0]",9.999983012676239e-05,surviving
as,b5,S12,max5,1,5.914506912231445,"[-0.0013999994844198227, -0.01250004768371582, 0.01389998197555542, 0.0, 0.0]",0.0013999994844198227,surviving
as,b5,S12,max5,2,9.632288932800293,"[0.0018000006675720215, -0.01910001039505005, 0.01729997992515564, 0.0, 0.0]",0.0018000006675720215,surviving
as,b5,S12,max5,3,22.993566513061523,"[9.999983012676239e-05, -0.009200036525726318, 0.009099990129470825, 0.0, 0.0]",9.999983012676239e-05,surviving
as,b5,S12,max5,4,45.946739196777344,"[-0.0020000003278255463, -0.009600043296813965, 0.011599987745285034, 0.0, 0.0]",0.0020000003278255463,surviving
as,b5,S124,min5,0,-1.1039193868637085,"[-0.0016000010073184967, 0.0056999921798706055, -0.004099994897842407, 0.0, 0.0]",0.0016000010073184967,surviving
as,b5,S124,min5,1,-0.8259595036506653,"[-0.0008000005036592484, 0.0065000057220458984, -0.0056999921798706055, 0.0, 0.0]",0.0008000005036592484,surviving
as,b5,S124,min5,2,-0.8015964031219482,"[0.001199999824166298, 0.006900012493133545, -0.008100003004074097, 0.0, 0.0]",0.001199999824166298,surviving
as,b5,S124,min5,3,-0.7751145362854004,"[0.0012999996542930603, -0.0037000179290771484, 0.002400010824203491, 0.0, 0.0]",0.0012999996542930603,surviving
as,b5,S124,min5,4,-0.7600740194320679,"[0.00039999932050704956, 0.002499997615814209, -0.0029000043869018555, 0.0, 0.0]",0.00039999932050704956,surviving
as,b5,S124,max5,0,5.31743049621582,"[-0.000700000673532486, 0.008799970149993896, -0.008100003004074097, 0.0, 0.0]",0.000700000673532486,surviving
as,b5,S124,max5,1,6.154432773590088,"[-0.0015000011771917343, 0.005800008773803711, -0.0042999982833862305, 0.0, 0.0]",0.0015000011771917343,surviving
as,b5,S124,max5,2,9.526346206665039,"[0.0018999986350536346, -0.004700005054473877, 0.0028000175952911377, 0.0, 0.0]",0.0018999986350536346,surviving
as,b5,S124,max5,3,23.683557510375977,"[-0.002199999988079071, 0.009099960327148438, -0.006899982690811157, 0.0, 0.0]",0.002199999988079071,surviving
as,b5,S124,max5,4,51.22704315185547,"[-0.0013000015169382095, -0.010600030422210693, 0.011900007724761963, 0.0, 0.0]",0.0013000015169382095,surviving
as,b5,S1234,min5,0,-1.1047075986862183,"[0.00019999966025352478, 0.0040999650955200195, -0.0042999982833862305, 0.0, 0.0]",0.00019999966025352478,surviving
as,b5,S1234,min5,1,-0.806403398513794,"[-0.0022999998182058334, 0.011500000953674316, -0.009199976921081543, 0.0, 0.0]",0.0022999998182058334,surviving
as,b5,S1234,min5,2,-0.7731162309646606,"[0.0018000006675720215, -0.001600027084350586, -0.00020000338554382324, 0.0, 0.0]",0.0018000006675720215,surviving
as,b5,S1234,min5,3,-0.7358432412147522,"[0.0019000004976987839, -0.0026000142097473145, 0.0006999969482421875, 0.0, 0.0]",0.0019000004976987839,surviving
as,b5,S1234,min5,4,-0.7128349542617798,"[0.0008000005036592484, -0.00550001859664917, 0.004700005054473877, 0.0, 0.0]",0.0008000005036592484,surviving
as,b5,S1234,max5,0,5.239391803741455,"[-0.0010000001639127731, -0.003600001335144043, 0.004600018262863159, 0.0, 0.0]",0.0010000001639127731,surviving
as,b5,S1234,max5,1,5.742227077484131,"[0.002499999478459358, -0.006099998950958252, 0.003600001335144043, 0.0, 0.0]",0.002499999478459358,surviving
as,b5,S1234,max5,2,9.54596996307373,"[0.0025999993085861206, 0.0026999711990356445, -0.005299985408782959, 0.0, 0.0]",0.0025999993085861206,surviving
as,b5,S1234,max5,3,22.319915771484375,"[0.0012999996542930603, 0.004199981689453125, -0.005499988794326782, 0.0, 0.0]",0.0012999996542930603,surviving
as,b5,S1234,max5,4,42.298439025878906,"[0.0010000001639127731, 0.0031999945640563965, -0.004199981689453125, 0.0, 0.0]",0.0010000001639127731,surviving
as,b5,S0123,min5,0,-0.26585450768470764,"[-0.0018000006675720215, -0.004600003361701965, 0.006399989128112793, 0.0, 0.0]",0.0,surviving
as,b5,S0123,min5,1,-0.2579023241996765,"[0.007400006055831909, -0.008100003004074097, 0.0006999969482421875, 0.0, 0.0]",0.0,surviving
as,b5,S0123,min5,2,-0.24978671967983246,"[-0.0027000010013580322, -0.008500009775161743, 0.011199980974197388, 0.0, 0.0]",0.0,surviving
as,b5,S0123,min5,3,-0.24063041806221008,"[0.010600000619888306, -0.009300008416175842, -0.0013000071048736572, 0.0, 0.0]",0.0,surviving
as,b5,S0123,min5,4,-0.23490771651268005,"[0.0013000071048736572, 0.0009000003337860107, -0.002200007438659668, 0.0, 0.0]",0.0,surviving
as,b5,S0123,max5,0,6.428811550140381,"[0.009799987077713013, -0.012299999594688416, 0.002499997615814209, 0.0, 0.0]",0.0,surviving
as,b5,S0123,max5,1,14.535056114196777,"[0.0034999847412109375, -0.005700007081031799, 0.0021999776363372803, 0.0, 0.0]",0.0,surviving
as,b5,S0123,max5,2,30.511585235595703,"[-0.0006999969482421875, -0.006700009107589722, 0.0073999762535095215, 0.0, 0.0]",0.0,surviving
as,b5,S0123,max5,3,35.66292953491211,"[0.014099985361099243, -0.014600008726119995, 0.0004999935626983643, 0.0, 0.0]",0.0,surviving
as,b5,S0123,max5,4,71.00700378417969,"[-0.0031999945640563965, -0.006099998950958252, 0.009299993515014648, 0.0, 0.0]",0.0,surviving
as,b5,S024,min5,0,-1.3387032747268677,"[-0.0013000071048736572, -0.0016999989748001099, 0.0029999911785125732, 0.0, 0.0]",0.0016999989748001099,surviving
as,b5,S024,min5,1,-1.2373809814453125,"[-0.01260000467300415, 0.0006000027060508728, 0.01199999451637268, 0.0, 0.0]",0.0006000027060508728,surviving
as,b5,S024,min5,2,-1.1637014150619507,"[0.0020000040531158447, -0.001499999314546585, -0.0004999935626983643, 0.0, 0.0]",0.001499999314546585,surviving
as,b5,S024,min5,3,-1.148945927619934,"[-0.002200007438659668, 0.0005000010132789612, 0.0017000138759613037, 0.0, 0.0]",0.0005000010132789612,surviving
as,b5,S024,min5,4,-1.0842585563659668,"[-0.009600013494491577, -0.002399999648332596, 0.01199999451637268, 0.0, 0.0]",0.002399999648332596,surviving
as,b5,S024,max5,0,8.309197425842285,"[0.0007999837398529053, -9.999796748161316e-05, -0.0006999969482421875, 0.0, 0.0]",9.999796748161316e-05,surviving
as,b5,S024,max5,1,23.981483459472656,"[-0.0020999908447265625, -0.0011999979615211487, 0.003300011157989502, 0.0, 0.0]",0.0011999979615211487,surviving
as,b5,S024,max5,2,61.36140823364258,"[0.0036999881267547607, -0.002499997615814209, -0.0011999905109405518, 0.0, 0.0]",0.002499997615814209,surviving
as,b5,S024,max5,3,81.22159576416016,"[-0.0026000142097473145, -0.0012999996542930603, 0.003899991512298584, 0.0, 0.0]",0.0012999996542930603,surviving
as,b5,S024,max5,4,124.93968963623047,"[0.002499997615814209, -0.002499997615814209, 0.0, 0.0, 0.0]",0.002499997615814209,surviving
as,b5,S4,min5,0,-3.2071361541748047,"[0.0003000000142492354, 0.0010999999358318746, -0.0003000000142492354, 0.0, -0.001100003719329834]",0.0010999999358318746,surviving
as,b5,S4,min5,1,-2.806175470352173,"[0.00019999999494757503, 0.0005999999702908099, -0.0003000000142492354, 0.0, -0.000500023365020752]",0.0005999999702908099,surviving
as,b5,S4,min5,2,-2.4825804233551025,"[0.00019999999494757503, 0.0004999999655410647, -0.0003000000142492354, 0.0, -0.0004000067710876465]",0.0004999999655410647,surviving
as,b5,S4,min5,3,-2.1156773567199707,"[0.0, 0.0007999999797903001, 9.999997564591467e-05, 0.0, -0.0009000301361083984]",0.0007999999797903001,surviving
as,b5,S4,min5,4,-1.9427082538604736,"[0.0003000000142492354, 0.0009000000427477062, -0.00010000001930166036, 0.0, -0.001100003719329834]",0.0009000000427477062,surviving
as,b5,S4,max5,0,7.1221442222595215,"[9.999999747378752e-05, 0.0009999999892897904, -0.0003000000142492354, 0.0, -0.000800013542175293]",0.0009999999892897904,surviving
as,b5,S4,max5,1,17.97347068786621,"[0.0003000000142492354, 0.0011999999987892807, -0.0003000000142492354, 0.0, -0.0012000203132629395]",0.0011999999987892807,surviving
as,b5,S4,max5,2,22.427324295043945,"[0.0, 0.0005999999702908099, -0.0003000000142492354, 0.0, -0.000299990177154541]",0.0005999999702908099,surviving
as,b5,S4,max5,3,550.4733276367188,"[9.999999747378752e-05, 0.0005999999702908099, -0.00020000001677544788, 0.0, -0.000500023365020752]",0.0005999999702908099,surviving
as,b5,S4,max5,4,2071.142333984375,"[0.00019999999494757503, 9.999997564591467e-05, -0.0003000000142492354, 0.0, 0.0]",0.0003000000142492354,surviving
as,b5,S34,min5,0,-2.0903799533843994,"[-0.00020000000949949026, 0.0, -0.0003000000142492354, 0.019300013780593872, -0.018799960613250732]",0.0003000000142492354,surviving
as,b5,S34,min5,1,-2.0706746578216553,"[-0.00010000003385357559, 0.00010000006295740604, -0.0006000000284984708, 0.019300013780593872, -0.018700003623962402]",0.0006000000284984708,surviving
as,b5,S34,min5,2,-1.9444637298583984,"[-0.00040000002627493814, -0.0008999999263323843, -0.0003000000142492354, 0.006700009107589722, -0.0051000118255615234]",0.0008999999263323843,surviving
as,b5,S34,min5,3,-1.8562487363815308,"[-0.00010000003385357559, -0.000699999975040555, -0.00020000003860332072, 0.008500009775161743, -0.007499992847442627]",0.000699999975040555,surviving
as,b5,S34,min5,4,-1.8322995901107788,"[-0.00010000003385357559, -0.0002999999560415745, -0.00020000003860332072, 0.009600013494491577, -0.009000003337860107]",0.0002999999560415745,surviving
as,b5,S34,max5,0,10.795315742492676,"[-0.00020000000949949026, 0.00010000006295740604, -0.00040000003355089575, 0.007200002670288086, -0.006699979305267334]",0.00040000003355089575,surviving
as,b5,S34,max5,1,208.8995819091797,"[-0.00010000003385357559, -9.999994654208422e-05, -0.0003000000142492354, 0.010100007057189941, -0.00959998369216919]",0.0003000000142492354,surviving
as,b5,S34,max5,2,298.1346435546875,"[-0.00020000000949949026, 0.00020000000949949026, 0.00019999995129182935, 0.015900015830993652, -0.016099989414215088]",0.00020000000949949026,surviving
as,b5,S34,max5,3,746.6471557617188,"[-0.00020000000949949026, 0.00020000000949949026, -0.00020000003860332072, 0.016100019216537476, -0.015899956226348877]",0.00020000003860332072,surviving
as,b5,S34,max5,4,777.2403564453125,"[0.0007000000332482159, 0.0004000000189989805, -0.0006000000284984708, 0.00830000638961792, -0.008799970149993896]",0.0007000000332482159,surviving
asbs,b5,S124,min5,0,-1.1952667236328125,"[-0.0015000011771917343, -0.004999995231628418, 0.0065000057220458984, 0.0, 0.0]",0.0015000011771917343,surviving
asbs,b5,S124,min5,1,-0.8681330680847168,"[-0.0023000016808509827, 0.0042999982833862305, -0.0020000040531158447, 0.0, 0.0]",0.0023000016808509827,surviving
asbs,b5,S124,min5,2,-0.8440988063812256,"[0.000999998301267624, 0.00279998779296875, -0.003800004720687866, 0.0, 0.0]",0.000999998301267624,surviving
asbs,b5,S124,min5,3,-0.8338815569877625,"[-0.0023000016808509827, -0.001399993896484375, 0.0036999881267547607, 0.0, 0.0]",0.0023000016808509827,surviving
asbs,b5,S124,min5,4,-0.8140712380409241,"[-0.00010000169277191162, -0.003300011157989502, 0.0033999979496002197, 0.0, 0.0]",0.00010000169277191162,surviving
asbs,b5,S124,max5,0,4.858819484710693,"[0.00039999932050704956, 0.0048999786376953125, -0.005300015211105347, 0.0, 0.0]",0.00039999932050704956,surviving
asbs,b5,S124,max5,1,5.641654014587402,"[0.0008999984711408615, -0.005900025367736816, 0.004999995231628418, 0.0, 0.0]",0.0008999984711408615,surviving
asbs,b5,S124,max5,2,9.363758087158203,"[-0.0035000015050172806, 0.0018000006675720215, 0.001699984073638916, 0.0, 0.0]",0.0035000015050172806,surviving
asbs,b5,S124,max5,3,19.052549362182617,"[0.0007999986410140991, 0.0068999528884887695, -0.00769999623298645, 0.0, 0.0]",0.0007999986410140991,surviving
asbs,b5,S124,max5,4,39.02701950073242,"[0.00029999949038028717, 0.008699953556060791, -0.009000003337860107, 0.0, 0.0]",0.00029999949038028717,surviving
asbs,b5,S123,min5,0,-1.153854489326477,"[0.0037000011652708054, -0.00019997358322143555, -0.0034999847412109375, 0.0, 0.0]",0.0037000011652708054,surviving
asbs,b5,S123,min5,1,-0.8898648619651794,"[0.0013999994844198227, -0.0023999810218811035, 0.0010000169277191162, 0.0, 0.0]",0.0013999994844198227,surviving
asbs,b5,S123,min5,2,-0.8605033159255981,"[0.0068999994546175, -0.004700005054473877, -0.002200007438659668, 0.0, 0.0]",0.0068999994546175,surviving
asbs,b5,S123,min5,3,-0.853751003742218,"[0.0032999999821186066, -0.006200015544891357, 0.0029000043869018555, 0.0, 0.0]",0.0032999999821186066,surviving
asbs,b5,S123,min5,4,-0.8221797347068787,"[0.0021000001579523087, 0.004900038242340088, -0.006999999284744263, 0.0, 0.0]",0.0021000001579523087,surviving
asbs,b5,S123,max5,0,4.735320568084717,"[0.003100000321865082, -0.0009999871253967285, -0.0020999908447265625, 0.0, 0.0]",0.003100000321865082,surviving
asbs,b5,S123,max5,1,5.354700088500977,"[0.0018000006675720215, 0.006000041961669922, -0.007799983024597168, 0.0, 0.0]",0.0018000006675720215,surviving
asbs,b5,S123,max5,2,8.739606857299805,"[0.004699999466538429, -0.004499971866607666, -0.00020000338554382324, 0.0, 0.0]",0.004699999466538429,surviving
asbs,b5,S123,max5,3,18.247913360595703,"[0.002499999478459358, -0.0004000067710876465, -0.0020999908447265625, 0.0, 0.0]",0.002499999478459358,surviving
asbs,b5,S123,max5,4,33.48345184326172,"[0.0035999994724988937, -0.010999977588653564, 0.007400006055831909, 0.0, 0.0]",0.0035999994724988937,surviving
asbs,b5,S1234,min5,0,-1.2273263931274414,"[-0.004600001499056816, 0.003800034523010254, 0.0007999837398529053, 0.0, 0.0]",0.004600001499056816,surviving
asbs,b5,S1234,min5,1,-0.8645294904708862,"[-0.0047000013291835785, 0.010600030422210693, -0.005899995565414429, 0.0, 0.0]",0.0047000013291835785,surviving
asbs,b5,S1234,min5,2,-0.8383580446243286,"[-0.0025000013411045074, 0.002200007438659668, 0.000299990177154541, 0.0, 0.0]",0.0025000013411045074,surviving
asbs,b5,S1234,min5,3,-0.8298324346542358,"[-0.002400001510977745, 0.013999998569488525, -0.011600017547607422, 0.0, 0.0]",0.002400001510977745,surviving
asbs,b5,S1234,min5,4,-0.8102654218673706,"[-0.002900000661611557, 0.004400014877319336, -0.0015000104904174805, 0.0, 0.0]",0.002900000661611557,surviving
asbs,b5,S1234,max5,0,5.046358108520508,"[-0.003399999812245369, 0.012899994850158691, -0.009499996900558472, 0.0, 0.0]",0.003399999812245369,surviving
asbs,b5,S1234,max5,1,5.418412208557129,"[0.00039999932050704956, 0.002200007438659668, -0.0026000142097473145, 0.0, 0.0]",0.00039999932050704956,surviving
asbs,b5,S1234,max5,2,9.071853637695312,"[0.002499999478459358, 0.01410001516342163, -0.01660001277923584, 0.0, 0.0]",0.002499999478459358,surviving
asbs,b5,S1234,max5,3,18.759798049926758,"[-0.004399999976158142, 0.008599996566772461, -0.004200011491775513, 0.0, 0.0]",0.004399999976158142,surviving
asbs,b5,S1234,max5,4,34.30154037475586,"[-0.0038000009953975677, 0.008800029754638672, -0.004999995231628418, 0.0, 0.0]",0.0038000009953975677,surviving
asbs,b5,S0123,min5,0,-1.5180381536483765,"[-0.003099977970123291, 0.005500003695487976, -0.002400010824203491, 0.0, 0.0]",0.0,surviving
asbs,b5,S0123,min5,1,-1.508498191833496,"[0.01109999418258667, -0.005300000309944153, -0.005800008773803711, 0.0, 0.0]",0.0,surviving
